"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"PCDHAC2",-0.307892457642156,-1.11088510848111,-1.57636871699752,-0.56893881978946,-1.11962560605508,-1.51057152722005,-1.09508963236167,-0.503693947537541,-0.7016982365936,-1.31834784331592,-0.997098121554479,0.125753726162318,-0.23822089866177,-0.630423793364731,0.0293002007230991,0.610321313722705
"PCGF2",-1.26894867524714,-1.69994678568439,-2.18829274491408,-1.05883562980538,-1.10499953384527,-0.917977165398626,-1.43121007355242,-0.964375988382773,-1.16030817232485,-0.540028664341451,-0.911242633927239,0.635983031885724,0.822938575164762,0.38473497197477,0.384612258862752,0.66839250032197
"PCLO",-0.047981713593205,-1.66693175406807,-2.2686303163379,0.554221081062007,-0.17185745733333,-0.525247502295763,-0.78648708524652,-0.1912896531061,-0.369957772743974,-0.694872853572955,-1.62407265533131,-0.230024059571524,-0.935122891276271,-1.50116315316929,0.0989451173440807,0.56636120769633
"PCP4",-1.7912845851827,-2.41015473367696,-2.57655171569193,-2.40140265196053,-2.65581435423139,-3.11833219153492,-2.5821620648282,-1.96098100021625,-1.91654277409046,-2.25464487347508,-1.43146090702052,-0.0737445092861315,-1.59322223587939,-1.46471760317392,-0.742358742649766,1.27661220836535
"PCP4L1",-0.605412659829637,-1.92415221814026,-2.27134996518395,-1.47500948973596,-1.73289406811789,-2.70178907053808,-1.66375889732299,-1.31337794268804,-1.20646892914024,-2.05619876417126,-1.67891836117192,-0.291756882708902,1.94870848367429,0.950582619083086,0.412880186418576,0.743857953737384
"PCSK2",-0.245884445818673,-1.73724734943069,-2.41007040401471,-1.65920518381519,-2.14872603531894,-3.40122238672058,-2.2502861093938,-0.931148477432751,-1.30883545339987,-2.2177097616549,-1.57219303885196,1.19234474784676,-2.32398721764435,-1.87145661601738,-0.820884525269228,0.942154407907097
"PCSK6",-0.167148395655228,-1.84663259124557,-1.89221260662186,-0.624401675811467,-0.910939586353842,-0.94675242139515,-1.08524682115491,-0.624837043739849,-0.872507308809789,-0.337139734830094,-0.633227919387988,0.0028465649944116,1.17327722851999,0.426372174095951,-0.0800708659186573,0.337123190680921
"PCYT1B",-0.827238619744507,-1.90625470976948,-2.1598048387109,-1.74705508819913,-1.99159830323521,-3.04204543229149,-2.11811554492197,-1.18192494449812,-1.50597954084167,-2.08909972696473,-1.15103193198514,-0.471406143475912,-2.23615438001622,-1.94779912297872,0.26739644699597,0.829354181386819
"PDC",-2.23161023525155,-2.30871633868726,-2.33246249959412,-2.16446600583387,-2.2575068345507,-2.40750513562342,-2.25067691452188,-2.2724060129777,-1.9261047495911,-2.35116612984012,-1.98779234404411,-0.471858768410661,-2.37112196333061,-2.11923163666548,-0.361409041078164,1.63741693510381
"PDE1C",-0.156417231717756,-1.13525072075777,-0.947427846623723,-0.478751754889375,-0.65859808749293,-0.775123782099668,-0.857436335205472,-0.399854665076373,-0.202751947756927,0.163702003225416,-0.140673336067906,0.274689920998263,-0.607068775560351,-0.113848993378049,-1.09843973629809,0.542606564030939
"PDE3A",-0.913584665498277,-1.72055628769494,-1.6575365682145,-0.554531419314051,-0.29411741110618,-0.355451093519744,-0.957965733730733,-0.749125710984638,-0.58876772797712,0.786498078375844,-0.315798639034306,1.04237421087697,-0.031134292127514,-0.169808227815272,-0.785123341848942,0.45595489028584
